hXxN8h9_XXt4vqWVD6VJNg	87
m7UE-3UEVH0xzjzN9jZ2rQ	850
CVfF-KfhXlh5GOQAUDMTrQ	1822
vl1FXMGvIvA3wF78f6u-aw	979
1BKX1sVSaVpNaXMGxOyjUA	1579
iSvvhQDAL8T_bDheKaVgNA	1242
9b7zJ0opAxhqdqMKTAmgOA	1526
irykVoCgH393QZTXYbgdwA	568
07x1nr2hla5ODaJeLLEPIw	1324
NVoSQgeP-EEstYqI2jAFEA	23
8Q15MkHpK9szYg_8WAaZSw	150
nxZm9O5yju_tSTj0sI6dqw	408
iew5lGWb-kGRRDSMii_QTw	644
0JYWsiBQfHnrEjKJhIiULA	275
UKGVeIzb9j2mJiLlBmLhrg	1903
Xz-ab3qbgiWgI2xFNt2DlQ	370
8VuoEIbt6CUIs-IFg6lCWw	1676
xyVht40ggkb3xNf8AdQ5rA	654
5ehlqZy6iljNbNB58Cf53A	1344
gu__VhXIhPsVGY4nmDu9lA	638
qTs_GibdRA1daay6D3rrbQ	795
haYMlQAttei_ZaIMDZZ3TQ	1562
QxeGfwMFcD8VL6-TwVTibg	606
RWXAq51RpvCNw8kYKK0BEw	1458
4sCNqow8kIIblhzZN1CqYQ	2414
ltFjEnf5vN6m_FxIwy6aZA	584
AGWHeXz_g9x9pBbfIJ0QDQ	1338
mmqmkfMhieEwFEOqx7h8QQ	2234
2I2rwgkdluT9JwP8R_Cvuw	2351
nk0cny1-qsIWGUSIKdRLqQ	1771
APBmVrm7jkU4x4TqIOnoxA	1300
_tHSAp8CgI14if0rnD2aHw	625
10mKM3uXbOW7oiCdOFMLLA	721
RmRH4H7hG3kswP10IqyAGA	1132
HO-BsGw-J0lQoVqaOt71Bw	272
gUiJbWJZy2m_QPuWHEEtwA	494
TuoojK2-D5osU8b0mxSpLw	1573
s9bhUJz4hXumIpNcCFveGw	1669
14eTpXtZUBBcFPCbPk-A8Q	422
ZdkzBEMzY1DL4-snIRZThQ	1377
G2LN4vVg2LWWujhHAoUlTQ	1553
yuZVHoXDrlcelQf0_qMhig	1872
iAYyvtLw6Rn9PjHTLlX4yQ	2448
4zMdi-T4nfSfAFGgrD-m3w	2457
yEFDwHcwbkz8OMEH1ol6vg	313
7nBaZJeFdSLVKWEX3O01yQ	788
wU604FemmJCk10gAxJeWrg	837
x7MuDejWhx6Gd6XtmgvSKw	1213
0oEob8BaVSWIJrSkV8c4ZQ	2055
eaIHxfMQ7PHuA0Q9ynwRGw	358
CHvjmzPAqEaa3kA-3Qz06g	632
xLpwCQEMunzOO98oVdoiyA	1568
o6V24bebb_aXTw0b9ZPX6g	69
ntLz48LQ6RHVM76aQSwk6g	2543
OSeLWQbD4qNxsUlT9rreVg	509
IrXIjsQZ46Ak0QyY0rcgIg	2077
iDcNIuL-RS8jbo9hTs_1hg	689
1FtscMt1QNVoY8mKftnlVA	1399
QPqqrVmlhOYooVwZe2950w	2086
18B4dQAfbFyZHLA_iKVhUA	255
AYRMTgVx-urzATsIrtB2ZA	1622
xWiLmkuiVwDnrutAJE3SIA	2269
A3ZwRE-TXDz0ub9Pc6StCg	1052
_REUlMsYrEgnHSp9QQLpRA	1589
uHXCYcfvarRQUQfI-ugF5w	1845
Au61OCf7NspbBHH3-nyM_w	246
26kryfNODpGZ0GjrV1b1Yg	2260
JP0Q-ZQdXAfgmbusJqrAhw	2412
B_fzhbGSKRWl63kUby3OHw	1493
G5uiPCZi9M3rew_w8zFIkg	1863
IJTbi3m7imhmf_vkJI6fng	2552
oIHEAsUVriWVyI77uVr_qw	264
SzWa-1coGkQiy5CRuTvyMA	706
ZRpt35TWShJclNpPUVmoqA	316
2yo5uaweFNkfHXtCLd-4mA	1927
wXaEiD3_-bDoWx4XwUL0dA	2035
202s0n8zbKl-DeitiLYyXA	1963
QivBOOyM8SdTzcXby4yByw	7
ziXx3z0gD4kgN3qUyWoQQA	458
BlM8bLApxtZW5kio0N8cAQ	2413
NVrDFS0RL4TmduFx7CRnzA	46
LE0l82pfaPYz2BsdDPt2aA	939
IMbd_761a2q3B-4YXx-WAg	1701
Qi6T3FRjOzargC0R0VzJnQ	1376
AfkrK8KjlenPq18r-QUQHw	1653
CFQrKjOBB_3OLvoy8j_cfQ	1089
_1JQ34ufB7WWNGj1gntmLw	2196
lrPBUvzLIJSbbM1G0F8xGA	846
9-XgAc0aJl2_doHGzcKndQ	916
IL5FVdxm5DrtbbK9SKBvIw	74
tmc-7hMJ4fqavhSDcu89BQ	929
rRfwlGta4MBSdYHqkPVf1w	1847
kkCUBM9m2gGyBfN5neE84g	1853
WaAymQRPw2Ae-Q5hvzFXBg	72
uTcT-Nh7b8xuzJJzdFWdWQ	2499
udmiuZTgC3Q6wIifnG3U_Q	558
y4Y8xDf0JalXyxYulWq4wQ	68
Fn1ftrSm9L8tYpxNqsN5cw	764
qlqYC0hwSGKGW8hZDA-Hcg	2117
Z881pcGvFPzPJIzjQww8YA	1867
ikos5LQtdhBotbtIMJHAwA	711
oMLlJ76rpLiYq44tPWALUA	1301
-5Twe-MbnUtTmTJJGQoAMQ	2391
wAERZl5M932j_7ClPkBbpA	2009
9eisRM6A1FsVVJUqopHRVQ	798
saZCSwAlBEs-KaV2LhMb2g	800
EE6yEZbz_1dcyMocve3-7w	360
7oRz3Ni1BygNS5un-dzGtg	1094
V4y1vv-fcSQWysltAjM8xA	1268
dju_A4takq3JMKSBcX_msw	1571
1c3upNARi6eKZaHJRdPYAg	1784
2m3ctzLcvJrMHxtejjCxyQ	144
Xn1dcSHA_4L-WTFON7WAlw	1314
frmIis_GGNWRVidS8IhJ8g	1065
FOYeVRe4hYl-cZjnXQ0Z5A	2419
Z4KUUQ9iMX4TqYF9FhwcHA	2396
YDA4inR7kgbLC9_0Fml1CA	323
FhJ0ghddYXGEG_q9QcrFXA	733
tl5xYNalLGwA7G2Ets4IqQ	1941
WmNu93AX9JSTPYQ1VsrzuA	2008
dCImMgGwh0BymlWpnmCTxQ	2118
REtj8oh7W3D5Icdo8WRKWw	2346
G9_p30O-ADae1TjXhrlIRg	277
OX-tXbLwiwBRxV8vIJMIkA	781
pzlZEfm8xdE1TYIsMzOvkw	935
dzO0_v0x0MdsOijW6GWFsg	1523
bBhFtl5vm4-f3RdNHOc4PA	1072
T-NafsUvdbtGTSgG_L7XSg	326
MRr38naOSULdXxjJ6P8XFQ	2317
LgUayG6c-0wlftu5ntMafw	42
TgtTNsE9_Z_Oj5PgPoYnvQ	1973
FETg4nL1-V_HOGJU5EFY-w	2487
mnM7iMTPuKOsHmhQOb2pYQ	2461
