UidEFF1WpnU4duev4fjPlQ	5572
mD7zqv7Y3kvsa_p_MtTayg	1140
FzxdbuXZXALR2yNRNx8PUA	4252
WO2nNar_wIQ3fIAfF3MM1Q	7627
J3H6VSIgUTlACkb_HPFA8w	15
x_yLsQMQtlE0rdxnaf6J5w	648
FxEJjLZj6UdsOCGcgEufeA	8514
7PjsuU4x63fVocXPMbalVA	4679
p6M16PUsAviZiXtT2rJCGQ	5334
TvDsoVbGEGtXBCaVcICKVA	7770
AHTgvyZf6ivK1FLCmdRbwQ	6468
c6f8wBjPLDzyubEBqgcMnw	5783
Z0JT0Ras-kMvJLMdn9iJQQ	2142
N95IG-T9bbR2iNL9_an1SQ	5036
85NJYsnJt076Nd0KwsIibg	4199
OJdufUU3hVabgviIBHksYw	7047
pOvTYClFgMm-wAXPW1CnhQ	5919
eQel7bUz75j0AVKnfsillg	3644
Zwg2TWwdm7y5ORK3yN6nDw	928
6qKjl6xJQzLb9ka-QbTudA	2017
LuLbt1cXEhcvyha00wCWZA	4067
PNzir9TtJAD7U41GwR98-w	263
HaRN97OjSnUJlHk21QAIXw	3451
paNjgpMDRhNzBj6xzhHPVQ	2839
YSAI_l2wLGfGEcLgxR09Ug	7312
Oc78Nz-sOyo16LYEl1AsZA	4905
epvLkQNL6MOvk3s6JlTntA	8034
hD77eYBzX0yQfpAUMY8dEw	604
DogtzIX8OqcsSigxqnQ9WQ	4600
CPgyfcsyPegLha1ajaSRoA	3450
TA1Q7RWVzMigi5X3FAmctw	177
5Yc1owD5Unq7Ko8H-ZAdYg	3938
jj7zJSRfS3lb49zQ94ysGg	2171
Ln9fVEDjGdxmynkws2jICg	4902
DvY_J2gFxudK9HC8kjI3NA	5850
GTNhbajbPNao5ITndlYy6Q	8600
v-EBAtkCN7X2J3A7JrCYnQ	688
f_-4z3mXJOPBWsTDf1ztzg	4545
ehzWz-FmJxzE7t8eaBx7Cw	8495
Rgc7lU85Y9v5GM1fDKKRmg	1385
C8Ehjy_oDzYcy3-wf32Y4A	681
fCJrZIzz85_8Uhf072QVnA	3751
A0X1baHPgw9IiBRivu0G9g	836
nu-DHeDtxnOW5vYj93dGPQ	4374
939j88ceB05Te3D7kQPwSA	7137
mZ-UJzymMFsFiW2BRlFpuQ	6701
eem6eoAiYL9UcQUE0kMD-g	469
YD3lvnhO9sEmWLWozh3w_A	2421
2vL6xxAxRhJS7LabjjDyhw	7812
cyIfWWWVPy3k_MtBmNa_dQ	4015
Cdk3wRR7TwJb1JW7agPJXw	7922
DaTuMYRRwTvlTwe_ND70Mg	81
a1v8QIdbA_HTg_YyNlBY_w	5107
L6RxkP8dneVGelDLUhjCug	6849
Gc8xWVpbUlBYHAoOT9MTyQ	401
iH6heFdMwPXk9GIO6PwUvA	4101
VrrSZ4KwAEV75jqVL-F9Lw	8508
7J_8O6w79raFRSORc3bRew	2281
05QcivbAXPq-WxJiRZnGVQ	6613
zGXyttPnzeeuVex3EaIGdA	8560
y_1XH_0H6KPg4GjzoS5Oog	453
hDZJlt9R7FvfCy4AZvP-JA	8697
K-SBFt0lQYObx91JKwddvQ	1189
6WDDksGLLehfQDIvQXzR5w	8598
r376pVYAy7aE2zsxk1ZStQ	5280
NxeEdKkvbZmuuBar_1NFrg	7456
OU1UWWXAgAiB4yM0NEaPYA	3168
wTDsirjG5uWh9go8RLvJcQ	3581
fCYAWOefj4jHb5jenFXD8g	6400
EcQKWKM1-1WQJAX2fUVCkw	3147
QWUvXXoTgDSnHoFUo-NDwA	1808
yaRH1CPklp0J4MlueTcfoQ	7042
egYJLTCioSuUL1_5YCwRGQ	6270
zeOJYl5UW4D5u3Vcj6QAoA	8146
SeMgnNW76ob86w0_h62iVQ	8294
2o8YsY97f73GnZgPtTNAvg	633
fuPhVyvwoMFNRqM4O1CkeQ	2993
eQ4Oj_kjrjVV0CfDcDWBmg	7207
XCQ4-cvzc0UMxkJEukouiQ	6677
YrtAT1B8aFp5dKNss1ICbw	19
1iL0ZmCINct2yORMvM1e0A	3353
svT1TdTgTd4k4-utMCQU8w	5028
JbnNk6do3aHF3Kr1bX4HzQ	2517
Kut9tVbDX_f7qKMRRoXg3w	28
tzTark5witF7zdew8KGJgA	6392
aUafIYizHCm1raaUH9Zbsg	4430
t9YHEnchGsEkeKW8fVW-Ug	3534
XYIPXJ9parr9FtvvcGI1SA	1503
qVdVY4YN0Rr0uKPkE1ltgQ	1923
E9IPxXY6pS2gTW2FBkAJmg	3010
FIsbYJnsdrh2jMWhvtNd2A	3119
RNi6tW22UMgHwWLAb0mYdA	4192
K1ekU1q26tNrImHrt3rr2A	5239
TdMEsI-NKn64Pz3y62y5sg	5533
zlpLjbwrKuNs8zROgB_qUQ	731
ciDXNLbcwI7qt5guNKZPIw	2787
LcW9MSlwKusdXg1KZmU5Fw	1873
SUaEbsKFSo33idJzQ9Dfjw	5105
yvtxKjAySVvpPKt0VLWscQ	3806
JVJD5eb7Cu5AtnE0N4BpIg	8285
M26jdFBJuM0FUWZcKBB6-g	960
NF6di6YcQxN0rDAleE7SyQ	6547
qjnJFZtsY_nfRzoL3J_UWQ	558
h36qA5gnNTgByhxWx1aH-Q	2677
1Z5S_Lkcl6vA3ZvrAG91TA	702
aMF8cG445ONPRKBsBYqofg	171
GoX_nYEEn8C9mDSX_a2l9g	5365
Zv3VAfR8-9-M-etTuGZU_Q	7865
UpRphLjFnPIoklQhIO8fhA	5795
u5O0u8Vri9qFcqsXi4CBbA	8510
zcScEL0WEdFkROcnz5379g	192
4OzzW_Zw9g_rjvPlji466Q	5463
IW0b-1EyRvwi8OVsN_dPew	6344
BKg8YIGX_5YyUczmBAyyCQ	5245
xkVMIk_Vqh17f48ZQ_6b0w	1120
l9eqiZXVxZInW0HexFBpfA	883
YmIYjZGnuZzqVPkFBF4Omw	6058
wMN68wTTlu8hADAF3FkKTw	7767
9yESUcIVarhYEabIMj844Q	154
yfxDa8RFOvJPQh0rNtakHA	1524
qaNt4vtVdge_S68DVjw5Jg	7214
4X9tVVQHIewliXqaancfQA	6082
f_9-Ca-r62-OeaS0z1d9Rg	8321
5aLB4PlOkvkln54wUT78ZA	2102
sH3UsolKjik01u0HlQ9_0Q	5150
mS_Vorll2cVmux4ZNk7Apw	6236
zYXHQK5UwozIuqMk1RLgXA	4354
EFdLKkk54A3GoLxNwyIizA	5380
z_lDO8d8nkSmcvTjB4N69A	2751
klb1XHe_KKgEcpp02vkdYQ	5331
6KtYYZ4ARIVa2Zj2tOcp9g	726
p8H1RF75ByAEoGnzfNwVGA	8063
D1Zz5Ea3kgsHUMDH0M-jNA	8300
3oajqiPFhYQJsHHiVCchEQ	74
nSxPV0Ue6Blu2Dy_FamjnQ	3553
M5jiUpAuliJtCYOF0cI3wA	7982
6gGzXMeB-hlmrBUMXDHrlg	1692
kCeUoRb2QzgoPTIyR9onWQ	5574
jQJYvzUFsz9ytI1AzW0dyQ	8320
RKkwszJSjFttDtdD71sQRQ	2475
qYevHwgvgqVtdnZini6VDQ	4016
KIyAce9_U9NUeUVQn8iLSA	515
1pm04v3jhOCDJjSMWiZSTQ	5821
EGGdngbmVn-MA7i-6qrprw	5199
Aaywarn83SRxwXOYyXcJuw	5196
nBl_4gw5ecGzNkHyzfii8g	6814
sGyxho4L87V465XySbBrIw	220
i4Jb_b28YAphS9_jPPzwkQ	1391
MjOFFuJpD62qNX1mbRYrkQ	5364
lIygQH3IVUY-gcfVttMDnA	2524
e-YnECeZNt8ngm0tu4X9mQ	3624
RqpL5Y50F9exjyHfpTzp3w	8242
BLIJ-p5wYuAhw6Pp6mh6mw	743
xYrZuRgqQLxZaUFgGrGNBA	3381
XT25YpQoNDuzAZHur-HZ8g	3734
E1R-eyNDimJzdtajqh9KsQ	7685
OFhlZImG34476xPfyCtQCw	5838
_9vGmNrEcLWFOnUzeUdfag	3211
JAEGnGjqphWGoyuCN-hNQQ	173
6FO2DTcN7zqFfl090zf12g	4274
FWA_br_WHWm9lgJ7-QzXLw	4560
iCQpiavjjPzJ5_3gPD5Ebg	559
xvp1GmKW-LAllqL5IYw2ew	7065
b1HCe64UWc9LA-B6jIZDZw	6506
msPD9PRi9jdoO7xYVs8JhA	2228
eE4MUd3m6j6yISWjEYjyPQ	1317
9rSBi4M742Ob7jE4QWHfZQ	1787
JzB7NITHQ7gVHGVZ1ntgIQ	7588
F9y95coNAnN8RWM73CWsvA	442
zB4TOI3Ci9BOidw55TREbA	2541
1Qdh4swS6-TG4hwyXir6sA	6183
taXKuFldSoerm9SXrckh_w	1674
rKCagFbRErioKUAOow87tA	1565
rqPjUfkWPfiowaUR6KloTQ	5597
b31CVkPRlnYVjK0RgTAPWA	6174
y0_ipLhex98JKdBbAZ9-WQ	5639
RJZK4XXMXYcu9NeLOWMP5A	3802
6nIFh_RXoc3978uktOPwbw	893
w2b0ve7xpuCQkwYICFIUOg	2299
k7Sy557_ZaQSGHFlZgeJzw	5378
wNi62bHU6RerwHwVDqF3aA	592
KIjXXRrmmdKmep5jwlVGlw	5304
u29lf2yPd-qK5ThAS9FRQQ	5544
0odAupWjDV8gwhaLqyh1-A	6166
tTR9GQbdC-rEHNsECmSWRw	7459
hNSvyreISNd9XXrHyyaSjQ	7292
59nyxyWXc_wrY1awMTl5rA	2023
E2m3W6dzu_SLBK1hrEJFTA	1427
yvqcZrHixuf_oIUW83xUcQ	6098
y4ETe3DkcIjjr_eyeg5U5g	2309
wbGOeoSttZguRXldqaiBVA	4477
Gaq3S9lmjXVcuDCZ8ulppw	2448
2hGAmn6CJKT-Q1deaEBtGw	7416
gcXSimnpz5q1j_jIzvgcCA	1177
_wKxzookYjajw4VdFgEZlw	4928
Jzyca_4320DP6XiOiIFSMQ	5303
0GS6_96ld7mdEfgKhoDliA	216
kqkmzzxeg1gsjifZdB0BsQ	5642
ys3YbhII2uyLDqTDw-4Clg	4598
Tn2yo_CZ8qZtrPFjjmtB9A	4936
YiaOpyu4qx0x1nJC_G33TQ	4888
s2xpXws-b-bSIpWIssvH8w	6300
ZhLSAiRj9kANxf8m2SBfRA	8273
_rKbEQMjId6LQXj11SXnRw	3822
pDewiJY6KCcZgLxxgxg13Q	4733
2FfZUyA82YhQCjWNiqDCzQ	5058
3281FKql3HVOzSVxymjJRg	6720
qUVnqIEYNbkHdUffYITr-Q	5869
lwC0U4xU7T2qyCBRmrWFXQ	7822
yQab5dxZzgBLTEHCw9V7_w	239
SH5V6fG2Rd5eLHh5vrWpmA	3242
_PxWxgCU8IJyvWYzD41b-w	4987
4khsN1eXcWR0YYmROlLEzw	6929
2ROJpByFqGaMdsWSleHg2g	8485
xTAVRDQ2JTDJQh2Oiq3LFA	798
JKsYM4eFoRtftDHbEf2j9g	7977
bFeRYpzZ81w4y-VazDWdBA	8213
2zE2VW72hdMPmh3k72hrRg	8428
0KK_pqLYB1_G8YrbwGerUg	8431
unl7elxvqpufC0W9nMhcGA	3984
2RpBF5iTKmwxQ29IuaSSNg	8540
hRZadfm7OEOzk0qjuk8BXg	7118
mz48xdVWcCu463U3Lm7lhA	6485
R_epGBO7Cr1M0Ftc0JKV7w	954
FB2iUwS4-LMLBQVyLZmZfQ	7005
kQGw66MGiK4mIXfV_kVZTA	588
uzslagEIM-bByNAGg8_3FQ	903
DhDRYIBykdfZqpz7L-hdpQ	3401
8QWPlVQ6D-OExqXoaD2Z1g	6
Sjvq8el5UkA0A60hh3NVUQ	438
MsWmMloWLVJ2-bVJtzR02A	8185
dDUTpg01_3Yt81qOzC54sQ	5342
oDzfxyhB0XIIcMQWl9S3HQ	6901
17bMeOB73M7725U97Y7qng	2254
fNc1WuGwiT7RhqXUIe4S8A	5936
pPcpuL5iCaODxWLqBiwx4g	6029
C9ImzBi5fn742ZcAYDww2A	3790
HwEDsb1xtRBTuFwATTRjpA	3205
HkHTdTvzbn-bmeQv_-2u0Q	3110
fpADWrjAQwJJrBMBdBCvJg	7950
AMN3Sgns9tB2x-b3eWk0qQ	3017
9h1yt59R6N_dpWSCA1FDDA	4148
loeW2G8tSIp1cLD3zB1NoQ	3576
wGBhPhaT8UkKFJQa60xnIg	2690
C2BR0TjNacoNzItPLUHTAA	7746
thBWpIcP6vclsHS6GfI1dw	539
cuI4nkcx6d1bdG--ZM4oww	1117
AbU6Ta40-Yi4fK7jeLaisw	1871
bQ_wtZvMb__OhprY5bF9aQ	2399
WIXziLRw0l7-I3nHKIr_ug	4139
LlSehKBi-vx0TE5x2Q4R_w	3395
OKi5OgCBoYTQesO82bbnOw	4473
4sfof0u2L7_ryXQusDM-aA	2917
Pq3ummzlsONN0wDSKiQA6Q	5446
OqHdJerbhl4qaQGezmUC5w	7202
QAHqplESgDUGgih45W9J-g	5157
oH6QAuoTLFaX97oqqpLTMg	8256
I0f12eU-xFn6Kd_4H57jrQ	4842
-3oxnPPPU3YoxO9M1I2idg	6631
AUOlDSQ8R2wIkN4lQ4kVDg	698
Y5fqgeZXJqv2k0M2tHj0ag	5688
snLRp2ihjztnAFym9ohsug	3502
aEa3J0PV04CHoVBSGtQm-g	2055
cisqOxAgQPjVVr9Yzk8_dw	7607
3BCsAgo_1i4xMuTyLKMLRQ	196
IXHjZvtBKqG4qad7vzu2Ng	922
vNoP5fD3DuNvv0RAyoU2fg	1803
Zk7j8pzgmkS593E3UFJNcQ	7548
XGLjoe-kgt1mwDV2Czq_FA	7946
AXvZApfh1TA9XsKkhsq_0g	4228
NT8J1UPOnMF4VSty3KaUkQ	4458
VsWV0m79WAD22Un_fA9iwA	8018
DLkaSKMoeeQO-_1C_lzh2A	167
edBF6KmAzMvX6-nJUPVUsw	6761
RhIjAPdxZYnzqWLs7P-YTA	6358
q6dBlnyQlDS2ZCpH8-0mHQ	8458
7bNqZ5NwTnL8upkRkJ-uuA	3001
7j0kor_fkeYhyEpXh4OpnQ	4917
72XM-9_hylkADY9P-0f2RQ	4182
M27znLkIIhkGvbNLMsd90w	7245
GAmd3nHx5TInVN26PLZj7g	5854
ZBfp0AT1NOE0ULg3EIYTSA	3368
BQHbrLQVB6l1GqX93JIQ2w	1399
qqqws6GByzrZyLzr5g9f0Q	140
QvxBnMcBPP1z_NAIYCqqdA	215
bcTeQtSdHW5pyLjXz05QEg	5119
oAngC9V69vyzBVYwKEJQaw	8303
QlBh1ACRTx-4ePTgIRPMeQ	342
Wzq9xJdBF2cpTaJSTjhvMA	8312
i7rsV8LXo4TRM3VeHE6YVA	4864
yufkwo_ZszA1QHJwcuyOWQ	6683
arv3T_av9OoVo3SvxV4TXw	4079
uCi2ropZuhG4XVcMDaurAw	8272
pTW_ftmlevgZzUpWztP0Cg	623
cgDRx5Nf-NRPx3Infjgt0w	6031
zWVAg3TITCA6Rnolas_ycw	5837
3Ll-F55gm-tDXy3I37beJA	21
OARQDsxyoGnnX2FfSl9HjA	766
aZG9Hp8fdgzq37iuB1QTYg	2992
6SAfQKe2oM5g_EtcYXyAMg	6470
kJAmLFgiIjtjULunpr3NNg	5179
z0NImASe6DNDREiIt8NF-Q	7176
ymIsnTAwUbXsLeC7WRzEvg	7493
B7SPWN00xDHC3Uo9ASjBDQ	3551
YakO7e9dxaYk5WrkNyRVFQ	7041
D6WXf0lB4pfuXZH3P7c5Ow	6841
RKqeb8I_xjQQcrdZjKQFVg	4424
HTAAMVDZ4P0VX5F9euJBoA	7218
ddLH_-W5Gr9Az4M5Xo981w	2961
Q2Gd5Dmqtii59EheSjsA-Q	6185
TTDMJetAQKfxVzKZy4Z_2Q	3057
P-nqq5kOv2wV2mB5To5elQ	447
KFAJsmQ6GnHxyfmv16s9VA	3033
zhj1rDmdmliip6PMYudQug	5257
a5xUI7TvsNhM5gZr6KowDg	521
JPfi__QJAaRzmfh5aOyFEw	7307
p3YqOYELqXtLyHz9T49p_w	2408
IVkEpFjsUxnlihWeDU6EQw	3484
KFrJTt-NTXUrsdr7BGx5dg	1361
gIno_cXhvn6Om14D0I2vHg	5651
sphMzEIqY1I2Dzv3zLZY2g	2439
LBg8fqw9z6uCdTrVq8rihA	1439
M1bXHTg07E_B-d7kbsUlzQ	5700
Fu5rL-dPs-VNW0k315xMbw	181
IOH-i7_yyEKn7EOws0jUfw	7888
2NsEac9xCBI05bo5l4yI7Q	2712
wOVjrzugYVTpzmkNh4as0g	5149
LR0IRY1LvTRsPKAFalXlYA	1473
8OWodRBZxirvF3kGC6IHig	4498
1_rqZz1K5Uoq2RvZlINfgA	5723
wghDrzcZ0VloAtaIZ7GEBg	8413
EOS1D1APHwlU19YL3A1PGQ	3046
tCYAxj5_pV4RnDpe3_5VpA	6952
lpPFwJlasmUQDGuhfa-0mQ	3706
jSfnItqaOnEp2nenVF7fCg	2784
